school;sex;age;address;famsize;Pstatus;Medu;Fedu;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;Mjob_teacher;Mjob_health;Mjob_services;Mjob_at_home;Mjob_other;Fjob_teacher;Fjob_health;Fjob_services;Fjob_at_home;Fjob_other;reason_home;reason_reputation;reason_course;reason_other;guardian_mother;guardian_father;guardian_other;G1;G2;G3
0;0;15;0;0;0;2;4;1;3;0;1;1;1;1;1;1;1;0;4;3;2;1;1;5;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;10;9;8
0;0;15;0;0;0;3;4;1;3;0;1;1;1;1;1;1;1;0;4;3;2;1;1;5;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;12;12;11
0;0;15;0;0;0;2;2;1;1;0;1;1;1;1;1;1;0;0;4;3;1;1;1;2;8;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;14;13;13
0;0;16;0;0;0;4;4;1;2;0;0;1;0;1;1;1;0;0;2;4;4;2;3;4;6;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;10;11;11
0;0;15;0;0;0;1;1;1;2;2;1;1;0;0;0;1;1;1;3;3;4;2;4;5;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;8;6;5
0;0;15;0;0;0;1;1;2;4;1;1;1;1;1;1;1;1;0;3;1;2;1;1;1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;7;10;10
0;0;16;0;0;0;3;3;1;3;1;1;1;0;1;1;1;1;0;4;1;2;1;1;2;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;7;10;10
0;0;15;0;0;0;3;4;2;3;2;0;1;0;0;1;1;1;1;4;2;2;2;2;5;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;12;0;0
0;0;15;0;0;0;3;3;2;3;2;0;1;1;1;1;1;1;1;4;2;1;2;3;3;8;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;10;10;10
0;0;18;0;0;0;1;1;3;1;3;0;1;0;1;0;1;0;0;5;2;5;1;5;4;6;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;9;8;10
0;0;17;0;0;0;2;2;1;1;0;0;1;0;0;1;1;1;0;5;3;2;1;2;3;18;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;7;6;6
0;0;16;0;0;0;2;2;2;4;0;0;1;1;1;0;1;1;0;5;3;5;1;1;5;6;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;10;10;11
0;0;17;0;0;0;4;3;2;3;0;0;1;1;1;1;1;1;1;4;4;2;1;1;4;6;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;7;7;7
0;0;17;0;0;0;2;1;2;2;0;0;1;0;1;1;1;1;0;4;2;5;1;2;5;2;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;6;6;6
0;0;18;0;0;0;3;1;1;2;1;0;0;0;1;1;1;1;1;5;3;3;1;1;4;16;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;9;8;7
0;0;17;0;0;0;2;1;3;2;0;0;0;0;1;1;1;0;0;2;1;1;1;1;3;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;13;11;11
0;0;18;0;0;0;4;4;2;2;0;0;0;1;1;1;1;1;0;4;3;4;2;2;4;8;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;12;10;11
0;0;18;0;0;0;2;1;2;2;0;0;1;0;0;1;0;1;1;4;3;5;1;2;3;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;6;0;0
0;0;18;0;0;1;3;2;2;2;0;0;0;0;0;0;0;1;1;4;1;1;1;1;5;75;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;10;9;9
0;0;19;0;0;0;2;3;1;3;1;0;0;0;0;1;1;1;1;4;1;2;1;1;3;40;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;13;11;11
0;0;17;0;0;0;3;4;1;3;0;0;1;1;1;0;1;1;0;4;3;4;2;5;5;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;11;11;10
0;0;17;0;0;0;2;4;1;3;0;0;1;0;0;1;1;1;1;4;4;3;1;1;5;7;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;12;14;14
0;0;18;0;0;0;2;2;2;4;0;0;0;0;1;1;1;0;0;4;4;4;1;1;4;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;10;9;0
0;0;19;0;0;1;3;1;1;3;1;0;0;1;0;1;1;0;0;5;4;3;1;2;5;12;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;14;13;13
0;0;17;0;0;1;3;2;1;2;0;0;1;1;0;1;1;1;0;4;3;3;2;3;2;4;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;9;10;10
1;0;17;0;0;0;4;4;2;2;0;0;1;1;1;1;1;1;0;4;3;3;1;2;5;4;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;12;13;13
1;0;17;0;0;0;1;2;2;2;0;0;0;0;0;0;1;0;0;3;2;2;1;2;3;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;12;11;12
1;0;17;0;0;0;1;1;3;1;1;0;1;1;0;1;1;1;1;5;2;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;7;6;0
1;0;18;0;0;0;4;4;3;2;0;0;1;1;0;0;1;1;1;3;2;2;4;2;5;10;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;14;12;11
1;0;17;0;0;0;1;2;1;1;0;0;0;0;1;1;1;1;0;3;5;5;1;3;1;14;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;6;5;5
1;0;18;0;0;0;1;1;4;3;0;0;0;0;0;1;1;1;0;4;3;2;1;2;4;2;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;8;8;10
1;0;17;0;0;0;3;1;1;2;0;0;1;1;1;0;1;1;0;4;5;4;2;3;1;17;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;10;10;10
1;0;18;0;0;0;2;2;2;3;0;0;0;1;0;1;1;0;0;5;3;3;1;3;4;2;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;10;9;10
1;0;18;0;0;0;4;4;3;1;0;0;1;1;1;1;1;1;1;4;4;3;2;2;5;7;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;6;5;6
1;0;19;0;0;0;2;3;1;3;1;0;0;0;1;0;1;1;0;5;4;2;1;2;5;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;7;5;0
0;1;15;0;0;0;4;3;1;2;0;0;1;0;1;1;1;1;1;4;5;2;1;1;5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;17;16;16
0;1;16;0;0;1;4;4;2;3;0;0;1;0;1;1;1;1;1;2;4;3;1;1;5;7;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;15;16;15
0;1;16;0;0;0;4;3;2;1;0;1;1;0;1;0;1;1;0;3;3;3;1;1;4;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;11;15;15
0;1;15;0;0;0;4;4;4;4;0;0;1;1;1;1;1;1;1;1;3;5;3;5;1;6;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;10;13;13
0;1;15;0;0;0;2;1;1;2;0;0;0;0;1;1;1;1;1;5;4;2;1;1;5;8;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;9;9;9
0;1;17;0;0;0;1;3;3;2;1;0;1;0;1;1;1;1;0;5;2;4;1;4;5;20;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;9;7;8
0;1;18;0;0;0;2;2;1;1;2;0;1;0;1;1;1;1;0;3;3;3;1;2;4;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;7;4;0
0;1;16;0;0;0;4;4;1;1;0;0;0;1;1;1;1;1;0;3;5;5;2;5;4;8;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;18;18;18
0;1;15;0;0;0;3;4;4;2;0;0;1;0;0;1;1;0;1;5;3;3;1;1;5;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;9;0;0
0;1;17;0;0;0;3;4;3;2;0;0;0;0;0;1;1;0;0;5;4;5;2;4;5;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;10;0;0
0;1;15;0;0;0;2;3;1;2;0;1;0;1;1;1;1;0;0;4;4;4;1;1;1;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;11;8;8
0;1;16;0;0;0;2;2;3;1;0;0;0;0;0;0;1;0;0;4;2;2;1;2;3;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;17;15;15
0;1;15;0;0;0;3;2;2;2;2;1;1;0;0;1;1;1;1;4;4;4;1;4;3;6;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;5;9;7
0;1;16;0;0;0;4;2;1;1;0;0;1;0;1;1;1;1;1;4;3;3;3;4;3;10;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;10;8;9
0;1;17;0;0;0;1;2;1;2;0;0;0;0;0;1;1;0;0;3;1;3;1;5;3;4;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;8;9;10
0;1;16;0;0;0;3;3;1;1;0;0;1;0;1;1;1;1;0;4;3;2;3;4;5;8;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;8;9;10
0;1;17;0;0;0;2;2;2;2;0;0;1;1;1;1;1;1;0;4;5;2;1;1;1;4;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;11;11;11
0;1;16;0;0;0;2;1;2;1;0;0;0;0;1;0;1;0;0;3;3;2;1;3;3;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;8;9;8
0;1;17;0;0;0;2;1;1;1;0;0;0;0;0;0;1;1;0;4;4;2;2;4;5;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;8;12;12
0;1;18;0;0;0;3;2;1;3;0;0;0;0;1;0;1;0;0;5;3;2;1;1;3;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;13;12;12
0;1;17;0;0;0;1;2;1;2;0;0;1;1;1;0;1;0;1;3;5;2;2;2;1;2;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;15;14;14
0;1;19;0;0;0;3;3;1;2;1;0;0;0;1;1;1;0;1;4;5;3;1;2;5;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;15;12;12
0;1;17;0;0;0;2;2;4;1;0;0;1;0;0;1;1;1;0;4;4;5;5;5;4;8;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;11;10;10
0;1;18;0;0;0;4;3;1;3;0;0;0;0;0;1;1;1;1;5;3;2;1;2;4;9;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;16;15;16
1;1;18;0;0;0;3;2;2;1;1;0;1;0;0;0;1;1;0;2;5;5;5;5;5;10;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;11;13;13
1;1;19;0;0;0;1;1;3;2;3;0;0;0;0;1;1;1;0;5;4;4;3;3;2;8;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;8;7;8
1;1;19;0;0;0;1;1;3;1;1;0;1;0;0;1;1;1;0;4;4;4;3;3;5;4;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;8;8;8
1;1;17;0;0;0;4;3;2;2;0;0;1;1;1;0;1;1;1;4;5;5;1;3;2;4;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;13;11;11
1;1;18;0;0;0;1;3;2;2;0;0;1;1;0;1;1;0;0;3;3;4;2;4;3;4;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;10;10;10
1;1;18;0;0;0;2;1;2;1;0;0;0;0;1;0;1;1;1;4;4;3;1;3;5;5;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;7;6;7
1;1;19;0;0;0;1;1;2;1;1;0;0;0;0;1;1;0;0;4;3;2;1;3;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;6;5;0
1;1;18;0;0;0;4;2;2;1;1;0;0;1;0;1;1;0;0;5;4;3;4;3;3;14;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;6;5;5
1;1;21;0;0;0;1;1;1;1;3;0;0;0;0;0;1;0;0;5;5;3;3;3;3;3;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;10;8;7
0;0;18;1;0;1;4;4;2;2;0;1;0;0;0;1;1;0;0;4;3;4;1;1;3;6;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;5;6;6
0;0;17;1;0;0;1;1;1;2;0;0;1;0;0;0;1;1;0;5;3;3;1;1;3;4;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;5;5;6
0;0;15;1;0;0;4;2;1;3;0;0;1;1;1;1;1;1;1;3;2;2;1;1;5;2;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;15;14;15
0;0;16;1;0;0;3;3;1;2;0;0;1;1;0;1;1;0;0;4;3;2;1;2;5;4;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;6;10;10
0;0;17;1;0;1;4;4;2;2;0;1;1;0;0;1;1;0;0;4;1;4;1;1;1;6;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;6;5;6
0;0;15;1;0;0;4;4;1;2;0;0;1;1;0;1;1;1;0;3;3;3;1;2;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;10;8;9
0;0;15;1;0;0;2;1;3;3;0;0;1;0;1;1;1;1;0;5;2;2;1;1;4;4;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;10;12;12
0;0;16;1;0;0;4;4;1;1;0;0;1;0;0;1;1;1;0;4;4;4;1;2;2;4;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;14;14;14
0;0;16;1;0;0;4;4;1;3;0;0;1;1;1;1;1;1;0;3;2;3;1;2;2;6;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;13;14;14
0;0;16;1;0;0;3;3;3;2;0;1;1;0;1;1;1;0;0;5;3;2;1;1;4;4;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;8;10;10
0;0;16;1;0;0;2;2;1;1;2;0;1;1;0;0;1;1;0;1;2;2;1;3;5;14;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;6;9;8
0;0;15;1;0;0;2;3;2;1;0;0;1;0;1;1;1;0;0;3;5;1;1;1;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;8;7;6
0;0;15;1;0;0;4;4;1;2;1;1;1;0;1;0;1;1;0;4;4;4;1;1;3;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;7;7;7
0;0;15;1;0;0;4;4;1;1;0;1;1;1;0;1;1;1;0;3;3;4;2;3;5;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;8;10;11
0;0;16;1;0;1;2;1;1;2;0;0;0;1;1;1;1;1;1;5;3;4;1;1;2;8;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;8;9;10
0;0;15;1;0;1;4;3;1;2;0;0;1;1;1;1;1;1;0;4;3;2;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;14;15;15
0;0;16;1;0;0;4;2;1;2;0;0;1;0;0;1;1;1;0;4;2;3;1;1;5;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;15;16;16
0;0;16;1;0;0;1;1;4;1;0;1;1;0;1;0;1;1;1;5;5;5;5;5;5;6;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;10;8;11
0;0;16;1;0;0;4;3;1;3;0;1;1;1;1;1;1;1;0;3;4;4;2;4;4;2;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;10;9;9
0;0;16;1;0;0;3;1;1;4;0;1;1;1;0;1;1;1;0;4;3;3;1;2;5;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;7;7;6
0;0;16;1;0;0;3;3;1;2;0;1;1;1;1;1;1;1;0;4;3;3;2;4;5;54;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;11;12;11
0;0;16;1;0;0;2;2;1;4;0;0;0;1;0;1;1;1;1;5;2;3;1;3;3;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;11;11;11
0;0;16;1;0;0;3;4;1;2;0;0;1;0;0;1;1;1;0;2;4;3;1;2;3;12;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;5;5;5
0;0;15;1;0;0;1;1;1;2;0;0;1;0;1;0;1;1;0;4;3;2;2;3;4;2;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;9;10;10
0;0;15;1;0;0;4;4;2;2;2;0;0;1;0;1;1;1;1;4;4;4;2;3;5;6;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;7;9;8
0;0;15;1;0;0;4;2;1;3;0;0;1;0;1;1;1;1;0;5;3;3;1;3;1;4;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;13;14;14
0;0;16;1;0;0;3;3;1;3;0;0;1;1;0;1;1;1;1;4;3;3;1;3;4;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;7;7;8
0;0;15;1;0;0;4;3;1;1;0;0;0;1;1;1;1;1;0;4;5;5;1;3;1;4;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;16;17;18
0;0;16;1;0;0;4;2;2;2;0;0;1;1;1;1;1;1;0;5;3;3;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;11;10;10
0;0;16;1;0;0;2;1;1;2;0;0;1;1;0;1;1;0;1;4;3;5;1;1;5;2;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;8;9;10
0;0;16;1;0;0;4;4;1;1;0;0;0;0;1;0;1;1;0;5;3;4;1;2;1;6;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;11;14;14
0;0;16;1;0;0;4;3;1;3;0;1;1;1;0;1;1;1;0;5;3;5;1;1;3;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;7;9;8
0;0;15;1;0;0;3;2;2;2;0;1;1;1;0;1;1;1;0;4;3;5;1;1;2;26;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;7;6;6
0;0;15;1;0;1;3;3;1;4;0;1;0;0;0;1;1;0;0;4;3;3;1;1;4;10;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;10;11;11
0;0;15;1;0;0;2;2;1;4;0;1;1;1;0;1;1;1;0;5;1;2;1;1;3;8;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;7;8;8
0;0;16;1;0;0;2;2;1;2;1;1;0;0;1;1;1;1;0;3;1;2;1;1;5;6;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;10;13;13
0;0;15;1;0;0;1;2;1;2;0;0;0;0;0;0;1;1;0;3;2;3;1;2;1;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;16;15;15
0;0;16;1;0;0;2;2;1;2;0;0;0;1;0;1;1;1;1;5;4;4;1;1;5;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;8;7;8
0;0;19;1;0;0;0;1;1;2;3;0;1;0;0;0;0;0;0;3;4;2;1;1;5;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;7;8;9
0;0;15;1;0;0;1;1;3;1;0;0;1;0;1;0;1;1;1;4;3;3;1;2;4;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;8;0;0
0;0;16;1;0;1;3;4;1;1;0;0;0;0;0;1;1;1;0;3;2;1;1;4;5;16;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;12;11;11
0;0;15;1;0;0;4;4;1;3;0;0;1;0;1;1;1;1;1;4;3;3;1;1;5;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;11;0;0
0;0;16;1;0;1;3;3;2;1;2;0;1;0;1;0;1;1;1;4;3;2;1;1;5;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;4;0;0
0;0;15;1;0;0;4;4;2;1;0;0;0;0;1;1;1;1;0;4;3;2;1;1;5;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;16;16;15
0;0;15;1;0;0;4;4;1;3;0;0;1;1;1;1;1;1;0;4;2;2;1;1;5;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;9;11;11
0;0;15;1;0;0;1;1;1;2;0;0;1;1;0;1;1;1;0;4;4;2;1;2;5;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;8;11;11
0;0;15;1;0;0;3;2;1;2;3;0;1;0;0;1;1;1;0;3;3;2;1;1;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;6;7;0
0;0;15;1;0;0;1;2;1;2;0;0;1;1;0;0;1;1;0;4;3;2;1;1;5;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;10;11;11
0;0;17;1;0;0;4;4;1;1;0;1;1;0;0;1;1;0;1;4;2;1;1;1;4;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;11;11;12
0;0;16;1;0;0;4;2;1;2;0;0;0;1;0;1;1;1;1;4;2;3;1;1;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;14;15;16
0;0;16;1;0;0;2;2;1;2;0;0;1;1;0;0;1;1;0;5;1;5;1;1;4;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;6;7;0
0;0;16;1;0;0;4;4;1;2;0;0;1;1;0;1;1;1;1;4;4;2;1;1;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;14;14;14
0;0;16;1;0;0;1;3;1;2;3;0;0;0;1;0;1;1;1;4;3;5;1;1;3;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;8;7;0
0;0;16;1;0;0;2;2;2;2;0;0;0;1;1;0;1;1;0;3;4;4;1;4;5;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;13;13;11
0;0;17;1;0;0;2;4;1;2;0;0;1;0;1;1;1;0;0;5;4;2;2;3;5;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;16;17;17
0;0;16;1;0;0;3;2;1;2;0;0;1;1;0;1;1;1;0;1;2;2;1;2;1;14;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;12;13;12
0;0;17;1;0;1;3;3;1;2;0;0;1;0;0;0;1;1;1;3;3;3;1;3;3;6;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;8;7;9
0;0;16;1;0;0;2;3;1;2;0;0;0;0;0;1;1;1;0;4;3;3;1;1;2;10;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;11;12;13
0;0;17;1;0;0;1;1;1;2;0;0;0;0;1;1;1;1;0;5;3;3;1;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;8;8;9
0;0;17;1;0;0;4;4;2;1;1;0;1;0;0;1;1;1;0;4;2;4;2;3;2;24;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;18;18;18
0;0;16;1;0;0;4;3;1;2;0;0;1;0;1;1;1;1;0;4;3;5;1;5;2;2;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;16;16;16
